Samples,Class_diet,Class_wght,Order,Batch,235.9261_0.47,356.9275_0.55,434.8719_0.56,288.9364_0.56,304.9139_0.56,146.9612_0.56,130.9663_0.56,158.9786_0.56,174.9561_0.57,114.9888_0.57,226.9672_0.57,112.9856_0.61,306.9189_0.61,203.0205_0.69,78.9512_0.69,395.0961_0.69,286.7720_0.69,578.5618_0.70,794.4212_0.70,576.5647_0.70,620.5464_0.70,618.5492_0.70,556.5961_0.70,284.7747_0.70,566.7784_0.70,564.7813_0.70,94.9249_0.70,92.9278_0.70,460.6474_0.70,520.6032_0.70,518.6061_0.70,214.8363_0.70,516.6091_0.70,96.9221_0.70,564.5849_0.70,562.5877_0.70,560.5907_0.70,558.5934_0.70,498.6379_0.70,274.9885_0.70,272.9913_0.70,448.6675_0.70,458.6505_0.70,506.6266_0.70,272.7949_0.70,440.6793_0.70,330.7535_0.70,266.8037_0.70,270.7978_0.70,268.8008_0.70,208.8451_0.70,324.7622_0.70,502.6322_0.70,212.8393_0.70,500.6351_0.70,504.6292_0.70,328.7564_0.70,210.8422_0.70,382.7208_0.70,326.7593_0.70,446.6707_0.70,444.6737_0.70,388.7122_0.70,442.6765_0.70,386.7151_0.70,384.7180_0.70,145.0619_0.70,154.8807_0.70,252.8271_0.70,152.8836_0.70,150.8866_0.70,76.9541_0.71,215.0327_0.71,124.0074_0.71,146.0459_0.71,164.8361_0.72,162.8390_0.72,160.8420_0.72,199.8049_0.75,193.8154_0.75,195.8109_0.75,197.8079_0.75,201.8019_0.75,163.8467_0.76,161.8498_0.77,207.8367_0.77,205.8397_0.77,125.8732_0.78,127.8702_0.78,226.9963_0.79,173.0091_0.80,179.0561_0.80,144.9673_0.82,146.0823_0.83,87.0086_0.84,154.9281_0.84,243.0622_0.84,116.0718_0.84,101.0244_0.92,133.0142_0.93,145.0143_0.94,135.0312_0.96,146.9830_0.97,201.0381_0.97,185.0643_0.97,231.9675_0.97,89.0243_0.97,78.9589_0.97,96.9694_0.97,208.9830_0.99,128.0354_1.03,383.1224_1.15,163.0401_1.15,216.0433_1.16,300.0250_1.16,248.0540_1.16,180.0667_1.16,189.0405_1.17,292.1402_1.18,117.0194_1.27,130.0874_1.27,267.0735_1.30,134.8653_1.52,132.8677_1.52,103.0402_1.56,115.0402_1.98,147.0452_2.11,164.0718_2.11,232.0592_2.12,117.0558_2.71,116.0506_2.87,203.0827_2.88,271.0701_2.89,181.0508_2.92,129.0558_3.21,181.0063_3.26,198.0328_3.27,266.0201_3.28,374.2219_3.44,178.0511_3.54,134.0612_3.54,212.0024_3.54,330.0960_3.54,129.0559_3.54,281.1009_3.55,246.0386_3.55,197.0433_3.55,167.0384_3.62,230.0129_3.75,131.0715_3.81,74.0246_3.90,192.0668_3.90,283.0825_4.06,187.0072_4.11,253.0178_4.19,173.0820_4.20,226.0180_4.59,204.0667_4.61,181.0541_4.65,187.0978_4.90,144.0456_4.94,498.2896_5.87,229.0541_5.97,464.3019_6.26,465.3052_6.62,533.2926_6.62,601.2797_6.62,452.3018_6.66,448.3068_6.66,329.2334_7.09,453.2859_7.23,407.2803_7.57,448.3069_7.65,391.2854_7.75,437.2910_7.76,329.2334_7.86,361.9981_8.57,562.3148_8.61,538.3150_8.83,338.9821_8.93,476.2784_9.14,504.3096_9.19,632.3179_9.19,564.3307_9.19,588.3307_9.22,315.2541_9.26,614.3464_9.48,676.3053_9.60,480.3097_9.62,608.3179_9.62,540.3307_9.62,361.9981_9.66,634.3337_9.95,566.3463_9.95
Plasma_neg_86,restricted , low,70,2,73816.0491,23263.528,165217.708,95737.9685,390134.2939,184872.2236,22899.8356,40590.3937,470611.3007,23093.1176,38406.9016,381571.2962,87793.0061,19025.9067,9640.6518,60410.3389,10702.3297,18749.2112,18412.0376,20206.5185,22036.0729,23568.3306,16574.1659,21379.8042,38772.4675,37482.2443,695802.6654,1016985.576,16117.0161,14590.7586,18555.9948,19984.1436,12956.7095,113262.5863,33279.6646,61052.0049,73296.4439,51207.5554,18620.1052,41751.9163,63680.0776,18211.7797,14228.5433,27834.0525,71633.1253,26557.7821,30247.7275,220481.7474,224064.8442,341198.862,170066.7114,44400.3644,75726.1289,105811.8573,58882.4909,56001.2259,65495.5481,220862.3541,27326.7553,82984.9908,46790.2408,74691.4254,30715.9284,66256.2181,62313.8035,66554.7942,70685.3642,73072.4991,17108.0595,220607.4385,220852.5605,23193.4607,1143728.329,18466.4886,20312.2472,38211.242,124098.5426,134580.0524,228364.9444,24728.8765,378118.0534,474248.2815,49717.4427,53641.9751,57555.7681,32715.5376,34290.8635,58608.5767,34775.4882,26655.6205,15107.603,114673.4226,21373.6449,50430.3202,80145.5101,32132.3925,37412.6524,15910.5603,35707.0889,18846.4557,28508.4588,74914.1031,29156.0378,132699.6429,25370.0124,57333.0276,2709161.32,678065.3263,1134453.256,48388.741,153099.0421,45229.7764,25021.3837,30263.7524,23959.5165,23228.4666,696342.1446,54634.5818,16168.861,52255.8228,258461.5679,199846.558,17192.4981,15069.5101,43417.913,97626.1136,34409.8783,300399.0413,14810.3438,114436.8657,21326.1988,522851.9758,30574.5001,60507.3771,374187.7213,49053.0911,736742.7486,33128.4965,16119.6745,34465.2029,5315.3853,185492.6113,2999.3238,722588.4557,29176.31,1175.2383,31045.2462,16278.1982,5462.1375,42321.4375,32219.2101,88501.6317,162337.4166,180260.9136,32338.8282,17413.8161,27457.6289,30754.282,4161.9924,77085.1277,31355.7057,7076.6725,4278.1417,39567.9729,3390912.806,174264.8497,30424.8577,39682.051,71497.9748,118554.5877,76318.0861,24484.4754,15095.7392,12733.7722,40310.8196,74071.4531,23193.735,26065.2842,34262.5714,23854.1063,66633.1594,26766.7852,39408.107,642693.6632,128700.4981,136331.5665,23856.9718,12208.484,30624.089,45581.9107,566850.4513,31743.2018,29202.7009,357399.0325
Plasma_neg_87,adequate , low,71,2,61348.5486,24890.4402,195385.7469,94957.362,435867.5508,200850.7373,18817.0603,37857.4094,512929.665,20561.132,31873.4767,377791.4512,85197.0932,13080.4573,33242.2813,54014.2933,12556.7021,13789.2414,7698.8494,17714.8118,23751.3473,21733.9253,16448.266,16953.5709,31783.8661,29412.7596,709679.2723,1023835.808,14677.2087,7568.3044,14885.6602,24500.4959,11412.4699,121902.4888,34313.5709,63694.6857,73761.5782,49680.4881,19140.4762,34234.958,59852.6578,15326.7416,13334.76,27992.169,73551.0224,25124.7963,29348.5757,219365.958,224683.6368,348975.701,166728.1137,43022.6056,76101.643,102621.6267,61235.8868,57442.9077,67651.1455,218841.0766,24275.7527,81922.3636,45888.2415,73442.089,31502.8062,65788.1282,63111.976,64218.3507,63068.3828,69475.4899,16929.1605,220860.5954,215278.9189,25411.2018,1142406.438,21371.3177,25227.487,33344.0462,129246.634,142677.6118,247833.1184,23008.9562,413170.13,516911.263,54296.1306,51548.5113,52424.8967,30714.1944,32166.4767,51146.3595,29512.6179,17659.3485,11562.5071,103902.4381,23460.9923,42673.9168,51023.2573,44785.7173,36186.3775,21099.6609,28185.6261,18511.5496,34990.5766,92628.086,17865.5172,74749.0591,15251.8254,28526.39,1561831.411,740198.3765,1244542.899,39402.4134,143032.7141,58888.4159,34942.635,38278.3273,33395.2106,20464.4643,994301.4451,40048.0373,15049.3044,46780.844,355195.2387,188916.4881,23825.6241,22456.5297,54364.5154,100971.0983,46200.0702,437628.7018,18331.7624,105648.5472,33412.7242,820597.3472,41955.2404,52656.9423,456727.7984,73114.7917,1073558.533,38167.3,17053.5246,147555.1333,20251.8084,167615.0125,14240.0981,848645.3659,32319.5352,5414.1656,34240.0719,45629.6831,46541.4663,45355.7446,53792.8715,155933.508,150326.7077,141390.7073,18749.6028,22625.4269,292249.3525,38936.2915,15310.0121,87440.4889,26815.3335,46600.8497,4673.8438,20430.3866,3386425.1,172482.1324,31648.1547,39189.557,208787.1369,124285.7498,541.5136,26421.5174,24225.1624,13144.9094,42132.0319,79726.362,17509.3245,23097.1752,39238.2055,20375.3663,54624.2043,25004.1244,38494.354,602763.7565,126559.3493,134888.7436,24553.7601,16435.4302,44447.8755,61644.1793,820385.4665,34839.4979,26331.3388,337371.2394
Plasma_neg_88,adequate , low,72,2,72899.1604,25041.1836,180489.2175,98230.7408,390229.4066,191568.6946,24619.2976,40934.2481,494983.852,20437.8424,39597.9399,385454.4223,91971.7091,23302.4707,12230.728,44986.0644,12897.8614,16936.0484,19875.6434,18777.211,21825.8705,24703.4832,16102.5734,16941.2891,30096.8795,26617.3483,711038.6782,1052868.039,13641.7251,13913.4158,15140.882,21786.397,12309.3862,121043.0601,35367.6852,64878.7878,76599.3443,50917.0593,20177.2421,34360.9874,51393.5062,19886.7883,13935.267,28630.7923,77435.7423,27005.6336,28564.0422,229691.4062,231691.4082,372727.8431,164100.5648,43262.0187,80168.7652,105776.9787,61570.0328,59442.0204,67271.353,224256.5279,26689.0427,84764.0376,47616.2916,75252.0696,34216.3459,66054.7937,63104.7059,62299.8153,90680.6914,66812.3566,13742.8911,214092.7016,221588.8802,18878.0369,1104563.334,24582.2701,17905.2758,42141.9618,130096.3226,140427.1026,256884.6504,24081.0049,436507.7065,533532.7732,56067.5056,53408.2748,56720.3142,31177.5628,33627.9658,55880.3212,33715.5916,31285.0479,20902.9301,95936.8601,13749.185,30575.001,81889.0173,40429.311,45592.9839,16030.6817,22850.4549,15360.9579,20998.8671,76305.8088,29072.4375,123079.9769,21659.5646,51397.4256,2430830.161,667516.3818,1114859.887,47521.3384,164233.4817,60563.7827,30592.219,39456.5683,32298.1986,24636.6755,881806.9101,42045.7907,16062.6155,41947.4906,248814.8431,247642.9128,18355.523,12355.7989,43653.9792,74763.2558,61026.2219,588402.5809,23566.0756,84338.972,26585.3623,677271.8886,36615.8429,80840.0287,342115.6383,57824.0493,820599.966,34577.7852,15760.218,131251.8156,18476.8897,176333.6834,11831.2436,633263.9065,21676.8745,6659.2297,29240.7974,44633.6459,52247.6491,37565.7709,44353.5751,124776.4753,137253.7354,158131.2914,17370.0426,21393.2521,232428.8417,37803.7732,13704.1102,93515.3681,38055.3343,58797.8299,4375.3519,9215.8265,3327595.732,166400.1092,29947.8814,37944.1684,167506.4968,120505.0365,6546.7095,25404.0003,12308.3451,24010.3629,82935.885,78495.5354,22851.2651,17579.8371,33467.364,18541.3653,37074.0165,20441.2513,31445.0806,475952.9172,127084.3614,128192.6436,17913.6827,9846.0039,22072.4747,35493.9523,432316.4632,35090.9661,21225.4321,226282.4649
Plasma_neg_89,adequate , high,73,2,71650.6972,23968.9677,198909.8049,107650.2944,415550.2119,193293.6929,26385.6174,46844.4161,505968.7817,23461.2654,42140.7147,377956.7906,91497.1407,16419.0874,9661.2438,34464.4364,13485.9788,18212.4197,24328.7327,20267.2464,27063.6378,28760.9592,18899.4166,18922.2027,26014.327,22399.3873,750804.1808,1074630.952,16071.0039,13345.494,16046.4365,20742.4716,14221.8935,123581.8416,43091.3313,72706.7286,87906.4728,61478.887,23826.0137,25368.2633,43481.3577,19377.3766,12438.5952,31367.1226,87459.4734,28193.1015,31321.0731,264853.4001,264837.654,415483.2038,168388.2078,48652.5474,90460.0316,107808.3854,68947.5176,66788.2717,75419.4215,226223.9352,28255.2771,90152.2278,51711.957,85497.8025,38505.1291,72824.6699,66628.7105,69810.3466,71430.7567,66459.5573,17633.8876,215629.0599,215547.5882,29374.5486,912594.7251,20836.9224,25029.0035,32782.9159,134364.4623,157864.3096,272326.4272,29213.4335,462552.391,587300.7681,66523.1132,53069.3854,55988.7944,30876.6107,33717.2178,60023.5021,37566.4783,32836.8855,18590.3801,80880.9089,16503.4708,34656.3091,51910.5257,30092.7765,29940.0258,21156.6555,30897.3704,16773.9339,22913.7559,60051.5308,29309.0117,92599.8031,16116.465,35507.651,1648245.34,598370.3191,938453.4901,40387.4234,121711.4384,37927.9225,20412.9776,23165.9431,26809.8897,19579.1601,572663.5975,67682.5574,43489.932,53194.3959,329536.7473,88191.3426,18847.2445,24569.5281,56067.7865,104340.566,36463.7455,368968.6236,20596.3025,146921.0557,23206.1836,582693.4087,34091.9751,55092.6801,400512.8517,61639.3517,873813.6261,36186.8077,15791.1026,173214.1959,24475.4466,254662.7409,14937.8883,728839.696,23283.2806,8518.2836,26252.1678,23112.2597,139947.266,43612.3089,62161.1226,173188.1726,179183.1505,187487.1905,16936.548,20959.3445,522348.836,46700.0889,5742.364,81472.1561,32321.9495,51866.0447,4690.868,11830.6587,3491149.697,180117.5639,32799.3445,40873.6487,138845.3473,118678.9662,6999.9896,26788.0382,16143.2524,32134.2817,111493.4613,77978.183,17697.3063,24044.0025,34878.3595,14626.2922,51387.9571,18616.2893,31541.3142,467227.5493,79215.8853,123335.7457,10990.9929,7893.3,16813.4773,29020.4424,354881.5356,32839.116,13696.6721,194386.5967
Plasma_neg_90,restricted , low,74,2,67019.2329,26280.882,197723.5125,94850.2471,439298.4094,204605.4266,23027.244,39658.4124,521642.0001,19330.7216,39937.4371,375920.9125,90320.4851,22383.0371,11228.9133,41907.4705,13129.0544,17062.2662,23530.2119,21759.4657,26183.7466,28094.6277,18463.1724,17275.0433,29745.6883,28492.9913,742010.4942,1067751.228,14178.1988,12194.2282,16761.6673,22139.9239,13340.5275,122219.4132,39813.2605,70579.4343,82359.7171,58812.5693,23590.0249,32776.7858,50994.0573,19314.5681,11491.1491,32819.8867,81279.1911,28176.5696,32021.0045,244602.8796,255897.5964,388405.4285,179106.1206,49753.9289,86681.0486,108372.6578,67040.2072,63801.1087,70975.8941,231619.8726,28627.3957,90507.8489,49581.9345,83699.8287,32288.1622,71628.2296,68788.4043,68308.1676,81860.7761,70938.524,18808.3249,219690.2934,224294.9727,26619.2092,1030960.024,22881.8437,12953.1481,39173.8213,135227.1539,143314.8425,265147.7794,24288.2207,447158.9769,551347.8368,59487.5436,51400.2203,57315.9839,29647.5881,36627.6787,59156.9313,36121.2365,32281.7451,19003.2714,96371.1388,20172.4737,57939.0197,50080.387,31710.7549,48748.5321,13885.977,24084.194,19341.7827,23691.4176,81861.5938,23351.29,85812.8772,15321.5405,29696.9312,1417543.525,853271.6449,898702.8754,35093.5293,170514.6077,53371.432,27905.6788,34320.0883,31642.3887,25481.6577,822603.1386,65779.5161,9631.1618,59000.5403,257479.1533,180814.0609,33991.5137,33229.7049,30860.2593,74693.3032,40688.061,428853.173,21444.2458,55997.0098,21412.737,777088.9782,40798.3284,55477.6827,324425.7107,51714.3789,738089.0372,34439.4408,17477.7204,131161.8561,17596.667,115680.9444,12055.183,688744.6263,24507.6853,5274.3686,26263.8694,10048.5421,45912.9462,29006.328,57211.1065,159054.0677,253962.5193,205207.0007,29590.539,26317.0486,228819.2703,32424.0558,8217.0795,112110.4103,29755.486,42700.2835,4902.0935,20121.5503,3367926.966,169695.3364,31552.7955,38063.8563,204375.9299,121992.311,13229.3415,23414.0045,22278.8832,16465.9541,55127.7051,78173.4608,19099.5813,19899.4666,29640.56,24851.1198,61997.8694,24074.7724,36740.861,548319.873,122123.392,139784.7867,18913.2402,9104.7271,23946.3809,34578.405,436943.4999,33688.4688,15391.9087,223602.565
Plasma_neg_91,restricted , high,75,2,71553.9783,23837.8879,198115.8977,105506.7259,447938.7242,198114.9298,24974.8764,42691.1978,510907.1603,20637.9815,39053.345,373149.5728,89379.2516,22541.6943,17997.1097,46386.7718,14655.7883,17337.2996,18124.0527,22566.8545,22664.74,21999.403,15468.2603,20565.1025,25225.9081,26044.866,721638.0829,1042024.146,17359.2677,13136.7535,18217.0002,22707.5879,13484.3778,120672.901,31564.2414,56903.4419,69335.0303,47755.2307,19118.8478,34077.4253,46673.9226,15969.0663,14960.0082,24500.2297,76064.3016,21719.8376,28912.5579,221431.9616,224246.4418,351190.2022,163716.4787,42493.5208,73972.4384,99342.121,54199.9193,53340.7075,64938.2288,219453.2647,22342.657,80271.5664,46068.109,72151.7131,31250.5637,62420.7789,57963.7145,58155.3481,86593.7023,67601.6586,12953.3298,206992.0643,213749.493,25922.403,1033105.518,25277.9995,44078.5197,36736.9044,128129.0285,140968.16,276106.783,25476.3355,466568.1987,569605.6528,59751.9417,56004.4335,54823.9348,26761.4615,34858.0551,53541.3461,33561.627,66623.0453,29257.4935,56805.0578,23972.2513,23434.5147,71406.633,59854.3228,22969.3832,11371.2653,26297.01,16009.2913,30902.528,128116.7694,20413.9941,84996.6584,14703.9465,31373.2063,1789751.469,866124.7592,1533472.199,46066.6781,194615.2226,21601.2911,15494.0642,19222.3692,21955.6201,15911.7114,466687.52,80522.782,29170.1267,43680.5208,226442.5319,167266.8943,18806.4478,22353.8648,37577.3546,81794.4221,25126.6898,266143.9173,16099.5002,47465.5087,17577.7221,436137.05,28964.4894,31361.0736,353413.8877,39239.186,528306.4285,24579.1187,16254.3452,221346.7933,27261.2314,405275.9414,17929.655,862079.3554,28280.0532,7360.9292,30984.9114,52394.154,109284.4915,31979.3571,122963.1416,342796.8996,356331.6173,263540.2987,25765.9889,18914.705,323886.2468,17352.5408,37319.745,68542.9177,23327.047,3240.7728,4931.9855,1287.173,3507393.47,170962.6038,32151.2436,40509.6099,28821.0532,120220.0125,1697.9419,29995.8977,3661.5891,33883.4446,121536.2442,73424.2623,22409.0192,13342.935,18697.0852,22673.1833,15187.3664,10486.6516,16419.8898,245248.5003,70116.5946,134484.4551,5146.5017,4369.2213,6967.0431,13433.5507,151241.7693,36851.7186,9865.4908,114798.8741
Plasma_neg_92,restricted , high,76,2,71712.1555,22228.5969,138772.5702,103070.4281,346972.0947,171127.8351,25266.7069,46336.9071,436492.5074,22467.0176,30794.0957,386583.4501,84956.186,16299.6978,11602.4155,39265.3476,14286.5469,18982.5124,17995.2394,22121.4414,23492.4044,24506.5504,15147.9366,18188.4233,24307.71,23423.7488,718164.553,1034049.989,14837.278,13765.1094,17231.1936,23495.4654,15484.2112,121043.4883,34315.4435,65067.7703,77303.1141,49421.8074,18861.7533,31944.9725,46965.7702,17528.7544,14778.0847,27801.5482,74965.054,25120.3448,31325.4022,231045.9265,237789.7327,373356.4542,162260.3757,42959.17,78905.7366,102521.1765,61836.8478,57034.7136,66707.889,214326.3264,23255.9639,83975.7502,44275.8833,71976.5939,32045.2858,65027.7197,59847.1661,63088.4393,70153.3671,68587.6191,18271.5554,209608.3202,206315.2605,30862.8212,980187.1133,16049.7515,17951.7822,39180.8614,122357.2099,137710.1981,253732.6168,21066.5547,426964.6979,529257.7299,57253.897,55738.8585,58438.4972,31688.6759,34967.7522,60158.7512,36159.4069,21309.8685,11004.7309,97292.6033,21555.4964,33840.7906,63982.7736,34857.6017,25497.1769,15320.924,31500.0602,13616.1662,29353.6328,92179.4795,23825.0029,92597.9513,17807.2827,34992.9964,1608325.583,704109.1342,953640.3244,40140.0391,137799.1177,45856.8005,24043.5236,31821.9122,25363.6559,20930.1047,725192.7999,58022.765,13453.1608,54297.6304,268790.1275,187927.5316,20357.6166,16530.5658,32715.396,88819.4742,34036.995,373207.9489,14838.6352,89847.0506,33644.9783,845010.9706,41632.8143,41524.9689,369957.4476,50630.8166,717752.1648,32813.9237,16821.6609,129788.5209,18137.4918,137576.3203,11583.0241,782220.7081,27657.3258,6193.0147,30366.1099,71087.2854,32422.6495,40188.1777,37236.0547,103725.8294,119985.3888,56173.8655,27229.1987,26505.4034,144762.7428,31072.6586,46296.0729,101323.66,33910.7022,17073.7427,4823.3346,12046.8023,3297884.176,172901.133,33438.6426,40119.1749,115002.1647,117204.2408,9897.8863,24297.8439,12955.3228,8332.8933,29166.0382,80457.5227,17768.1196,20076.6905,41942.0886,20253.3808,39834.7029,21111.9322,34190.8768,531258.5607,136815.8292,145430.7052,14480.824,10098.5814,21265.5331,32505.208,409924.6445,33047.1847,18990.3038,253628.4113
Plasma_neg_93,adequate , high,77,2,76520.679,25259.0661,201524.3841,110535.2084,448042.9085,214374.8171,24650.4247,47101.8036,513527.122,24002.8462,39917.1635,381816.3724,91924.2268,21464.0546,9252.8245,41578.2752,14465.4148,18335.9456,19893.4564,20403.6817,27371.389,27926.029,16793.7728,17508.8796,29110.6075,26891.2288,720623.9292,1045217.563,15985.7038,12390.1666,14412.1516,22272.7149,13386.6847,121757.4882,35189.0781,69632.75,79241.8216,53576.1633,21231.0408,31219.7441,50916.2322,16891.1961,13644.5547,29386.6289,79412.8228,26659.3783,30793.3278,240644.2338,243947.9135,389250.1805,170404.203,47123.9791,83072.6053,108630.3666,65600.9209,63483.8663,69654.8234,226835.6601,28573.7343,86974.8883,49106.894,79422.6555,32609.9914,68915.4857,66527.7081,64985.7606,74226.0776,70423.5738,16051.2993,214938.1601,217350.0789,23543.0539,1042204.223,20395.2179,20758.6529,41827.5303,132962.9633,142864.5617,247468.4808,27221.683,427588.789,518838.3155,56163.8519,52823.2571,57698.047,30930.4312,33770.0107,65708.084,35591.4339,18067.6059,11216.1602,52773.0896,15722.0295,51459.7721,70104.8812,21284.0534,41020.2001,16007.4831,30119.2666,13998.6488,20386.4038,60764.2885,31854.9669,120905.0305,22711.4484,44870.9934,2088465.527,749895.8885,787142.1213,40602.543,150502.6295,61564.6512,30042.0637,36995.4876,28061.5551,22999.365,880296.8316,52015.1646,11298.3609,50431.1117,248047.7498,107080.2524,19624.2702,18227.1188,39789.2201,93879.9202,38587.0123,387481.0997,19974.3014,86328.939,31911.972,761401.2737,37303.0593,63632.7709,366639.9912,35654.9574,461770.7273,24567.2461,17986.0385,133507.7084,20271.027,239012.4567,11125.0573,724137.0227,27323.4497,6469.8759,35285.2854,103165.436,43211.2102,40603.9316,39033.1019,113429.4032,160644.9695,125278.9365,20084.359,17380.6952,115043.693,43016.2184,63656.8341,79858.4368,35739.304,38536.6103,5644.4537,28789.1796,3301623.113,166428.3429,34133.7347,39160.423,138347.6335,124347.7189,40500.6349,24690.4098,16702.4706,23087.7236,81048.1436,76505.9673,21783.6696,23131.995,31492.7642,21166.5854,53059.6197,23689.6218,37672.7303,574408.464,105043.2698,134733.6019,15793.7608,10263.2288,23046.2749,35067.0332,418754.0497,36481.7931,19550.4209,242222.5293
Plasma_neg_94,adequate , high,78,2,73410.9632,20297.2231,200398.7109,105313.6359,453066.2946,205006.244,12296.4539,41425.0889,515873.1514,20972.2204,34520.9618,378823.8821,82640.5874,21385.3126,41369.2566,43011.8505,12728.8087,16298.4151,17996.86,16920.5854,21370.6413,23536.1086,14345.7859,17219.5838,27745.2157,28423.6574,713475.8531,1033929.24,13233.349,7356.1534,15735.6927,22933.4337,6711.5748,120641.4798,32543.0871,62469.1482,74597.8386,49420.411,17701.3829,32897.6712,53797.0197,17356.1784,11283.7692,29437.6499,73454.6587,23128.7961,29948.4444,217250.1269,224683.4861,360545.6339,165351.2169,42340.6683,75297.9819,104590.6279,59479.0568,56108.8123,63066.1847,218218.7043,24572.8359,82839.7807,45348.3576,72805.0827,30503.7177,65845.3919,60581.3026,61286.1117,80649.1011,69779.8529,13583.2896,212652.9424,215561.2334,21513.9116,1071623.712,22590.2115,19951.6177,42943.6486,138561.3584,147703.3261,279526.922,30328.7629,465412.3362,576440.6866,61341.8699,55602.3235,60685.1379,33352.1173,35058.0176,57252.069,30485.8512,77206.2972,37123.7991,102959.5078,30246.944,36704.3032,68645.3704,41996.8655,29507.8554,23542.1473,32422.3773,28715.788,40539.4991,76019.4391,23521.4365,103115.3999,19797.3137,48877.7081,1958921.982,816425.3297,1124023.417,46761.9485,145242.5752,71683.4427,37951.4554,36606.5882,32706.9478,22984.3002,1155564.741,51434.9221,56921.634,56562.569,322092.429,110708.9493,15862.0473,17846.6755,60925.4585,99031.1424,43484.0722,454637.5684,20883.1416,93572.0099,31285.446,821001.0143,43072.8707,97401.832,421008.8676,37609.1638,524047.7949,24734.6386,17721.121,139552.2699,18987.5382,129430.8424,13401.4335,855495.6418,35535.62,6107.8474,36771.7374,53451.4825,36859.8774,45181.144,35741.5468,112340.0298,113773.3048,98874.1393,27680.6758,23857.9492,221084.3786,53172.4596,50017.9775,99900.2382,44935.6749,31374.0338,4342.2484,9950.5642,3393055.347,172426.1247,33025.2988,37994.6507,142064.5893,118707.0137,29418.7775,23833.707,15715.4686,37414.0552,121310.8781,74938.2875,16033.1802,27984.2961,37516.2384,20065.5698,66103.3136,27212.7804,37275.6248,597717.7062,132467.0956,127225.7075,27623.2801,12856.2811,26109.0749,45926.5724,545308.8765,31472.8084,24647.5081,286611.5516
Plasma_neg_95,restricted , high,79,2,73611.0015,25638.7168,188041.8919,95245.9514,426381.891,191815.7657,22954.8497,42119.6486,492200.5097,20459.7013,36997.4937,376371.9455,85055.2156,20834.1976,13124.8076,51445.368,13515.155,18111.3372,17489.3232,21865.9515,20738.7696,20509.566,13222.6971,21283.3052,32587.9531,29595.9306,705959.5522,1023090.327,18089.394,15462.5163,18422.7185,22741.9627,13501.4653,117882.4664,31158.0829,58284.4341,66950.0356,47252.5555,18579.8151,35091.3554,53255.9537,17239.9032,12638.2369,24320.8003,75040.1363,23847.2442,26665.5529,220927.4711,221295.5845,350745.1728,166217.3922,42831.7152,71062.4783,101707.8212,55720.8779,53007.6281,63786.8641,215968.3192,23670.7641,80701.3432,43043.9614,70737.548,28760.641,62804.1602,58015.3056,58860.8488,81192.1977,65857.1859,20382.2551,211620.3241,212335.7502,33485.1406,1130089.268,20564.4193,21099.6991,41250.3978,137169.8969,144259.3415,259597.7324,27088.033,441202.9924,551468.9803,57991.1574,54159.1511,58605.8377,30641.9895,35774.6312,54310.9838,33948.463,62974.1216,31738.1113,56877.8111,16720.6964,41702.8177,79897.8463,44131.3543,28647.9983,15935.0391,29584.5179,17320.2001,27316.4846,87844.5539,27078.6336,124644.8594,24527.1037,61348.2722,2624285.934,686543.2593,1143483.024,52830.0887,156106.8391,45714.1176,22778.8926,32848.9977,28958.056,20326.1137,730304.1843,64797.9356,16921.7751,57761.8152,267428.1627,166481.2361,20244.3266,17158.5127,32505.7136,73222.4317,40318.1181,369990.2697,18357.3757,88631.2838,28263.7686,750705.2747,38213.7073,53938.1431,316345.9873,39618.4844,543758.8611,28141.3651,18448.5749,79187.607,10870.8717,122565.2228,7283.1353,606481.7146,21668.886,5019.5821,26428.8425,32392.4782,19677.9257,40010.62,36409.8521,100521.5355,114637.9771,84969.2355,17868.4536,21053.8928,99115.3474,40338.0657,17811.2687,103985.8437,35617.4839,63250.9051,5634.2209,24839.6715,3348323.818,171171.5699,31392.3398,38269.4295,310152.6128,117890.9053,20130.7025,23033.9072,20321.9375,30103.4338,108870.2935,71524.0584,19844.6063,20184.7955,30518.84,22993.1338,37063.3478,19103.1315,31934.1702,508894.8947,123918.0075,133625.2403,18451.2668,9038.4271,21384.2963,35555.8592,440107.2531,31569.2603,19068.0261,234909.0874
